image_path,split,is_ai,ai_model
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_721_vqdm_00066.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_721_vqdm_00131.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_722_vqdm_00078.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_723_vqdm_00028.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_724_vqdm_00043.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_725_vqdm_00032.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_725_vqdm_00060.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_725_vqdm_00128.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_725_vqdm_00162.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_726_vqdm_00011.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_726_vqdm_00055.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_726_vqdm_00184.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_728_vqdm_00049.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_729_vqdm_00059.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_729_vqdm_00175.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_729_vqdm_00191.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_730_vqdm_00006.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_730_vqdm_00016.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_730_vqdm_00050.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_730_vqdm_00072.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_730_vqdm_00150.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_730_vqdm_00191.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_731_vqdm_00034.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_731_vqdm_00189.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_732_vqdm_00095.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_732_vqdm_00128.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_733_vqdm_00076.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_733_vqdm_00187.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_734_vqdm_00111.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_734_vqdm_00122.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_735_vqdm_00096.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_736_vqdm_00012.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_736_vqdm_00062.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_736_vqdm_00072.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_736_vqdm_00088.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_736_vqdm_00163.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_736_vqdm_00191.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_737_vqdm_00152.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_738_vqdm_00105.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_738_vqdm_00117.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_738_vqdm_00134.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_741_vqdm_00141.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_742_vqdm_00044.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_742_vqdm_00045.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_742_vqdm_00097.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_742_vqdm_00166.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_743_vqdm_00006.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_743_vqdm_00138.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_744_vqdm_00073.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_744_vqdm_00096.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_744_vqdm_00111.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_744_vqdm_00145.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_745_vqdm_00137.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_745_vqdm_00170.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_745_vqdm_00172.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_746_vqdm_00036.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_747_vqdm_00063.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_747_vqdm_00130.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_748_vqdm_00062.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_749_vqdm_00106.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_750_vqdm_00033.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_750_vqdm_00060.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_750_vqdm_00063.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_750_vqdm_00072.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_751_vqdm_00037.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_752_vqdm_00007.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_752_vqdm_00171.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_753_vqdm_00055.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_754_vqdm_00075.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_756_vqdm_00033.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_756_vqdm_00156.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_757_vqdm_00007.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_757_vqdm_00048.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_758_vqdm_00037.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_758_vqdm_00047.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_760_vqdm_00043.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_762_vqdm_00102.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_765_vqdm_00118.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_766_vqdm_00008.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_766_vqdm_00084.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_766_vqdm_00139.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_766_vqdm_00178.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_767_vqdm_00077.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_768_vqdm_00022.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_769_vqdm_00058.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_769_vqdm_00142.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_771_vqdm_00028.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_771_vqdm_00073.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_771_vqdm_00145.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_773_vqdm_00031.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_774_vqdm_00120.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_774_vqdm_00132.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_775_vqdm_00067.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_775_vqdm_00098.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_775_vqdm_00129.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_775_vqdm_00146.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_776_vqdm_00083.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_776_vqdm_00093.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_777_vqdm_00004.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_777_vqdm_00167.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_778_vqdm_00120.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_779_vqdm_00087.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_779_vqdm_00141.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_780_vqdm_00048.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_780_vqdm_00163.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_781_vqdm_00180.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_781_vqdm_00183.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_782_vqdm_00034.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_782_vqdm_00103.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_782_vqdm_00141.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_783_vqdm_00067.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_783_vqdm_00189.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_785_vqdm_00002.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_785_vqdm_00047.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_787_vqdm_00026.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_788_vqdm_00033.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_788_vqdm_00113.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_791_vqdm_00017.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_791_vqdm_00121.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_793_vqdm_00115.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_793_vqdm_00175.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_794_vqdm_00033.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_794_vqdm_00155.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_795_vqdm_00024.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_796_vqdm_00068.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_796_vqdm_00085.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_796_vqdm_00185.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_797_vqdm_00107.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_799_vqdm_00076.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_07_799_vqdm_00181.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_800_vqdm_00154.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_801_vqdm_00193.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_802_vqdm_00023.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_802_vqdm_00045.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_802_vqdm_00087.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_802_vqdm_00098.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_804_vqdm_00004.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_804_vqdm_00006.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_804_vqdm_00051.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_805_vqdm_00006.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_806_vqdm_00000.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_806_vqdm_00030.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_806_vqdm_00054.png,train,True,vqdm
C:\Users\33573\.cache\kagglehub\datasets\yangsangtai\tiny-genimage\versions\1\imagenet_ai_0419_vqdm\train\ai\VQDM_1000_200_08_806_vqdm_00136.png,train,True,vqdm
